DayofYear,Unnamed: 0,ANON_ID,HH,GASKWH,Month,WeekofYear,Power
240,6170273.845479921,8124.221291766852,23.566619683276677,0.051486259269517755,8.0,34.87798137246774,0.10297251853903551
241,6164459.905211755,8121.806877307212,23.564572857018284,0.05399986270371167,8.0,34.8680928988751,0.10799972540742334
242,6163594.704416087,8185.360318464229,23.63272443171249,0.056234494539357964,8.0,35.0,0.11246898907871593
243,6111646.79249839,8112.042820347714,23.460882163554412,0.047954857448178595,8.0,35.32537830006439,0.09590971489635719
244,6155354.043971673,8156.521042549486,23.651796598363035,0.048217906329624555,8.645556394032623,35.520026702269696,0.09643581265924911
245,6182983.241709694,8128.0403125604,23.58908799734931,0.05765971663712779,9.0,35.8790899301433,0.11531943327425558
246,6185683.995410882,8135.907634270602,23.633726130750983,0.05605751209546235,9.0,35.83160269124567,0.1121150241909247
247,6155730.8203729475,8150.254327859727,23.648065683273032,0.05987249438920871,9.0,35.87876426384637,0.11974498877841742
248,6131957.888815317,8133.931578656955,23.647961154334272,0.0655583536143692,9.0,35.88147657672571,0.1311167072287384
249,6176075.458352697,8141.662775757907,23.647931986550397,0.06774778442709792,9.0,36.0,0.13549556885419584
250,6165997.956600989,8145.981222694789,23.470300610479413,0.06473027053281173,9.0,36.5203541359257,0.12946054106562346
251,6146267.504708514,8151.034050426666,23.61555880809699,0.06687065467939929,9.0,36.49910248267101,0.13374130935879858
252,6153989.310385097,8099.43714722647,23.689865146670375,0.05863693721141489,9.0,36.87785346865007,0.11727387442282979
253,6166151.805344117,8084.971495401205,23.69941325721535,0.07049532022862418,9.0,36.82631620678719,0.14099064045724835
254,6151111.062217506,8097.314428329993,23.645285540227174,0.06755828506105892,9.0,36.824155956451676,0.13511657012211784
255,6164545.288890116,8136.35704620143,23.582751097732732,0.057523994413359376,9.0,36.877468172654716,0.11504798882671875
256,6159547.925978549,8140.360607326926,23.63515810001393,0.063098439005018,9.0,37.0,0.126196878010036
257,6152489.505966324,8178.158844765343,23.61096260368727,0.058173513871975065,9.0,37.49656901920798,0.11634702774395013
258,6169293.971660705,8092.138784904196,23.444000776419045,0.06480575777259856,9.0,37.492804259213045,0.12961151554519712
