,Heat
1271,0.7070008318734651
1272,0.708627975793837
1273,0.714689606953945
1274,0.7064718716696758
1275,0.7179694436147049
1276,0.7360078226141341
1277,0.7573638095788481
1278,0.7766011491129059
1279,0.8017134551228629
1280,0.8239964811078521
1281,0.847283737901821
1282,0.869210679953434
1283,0.880006722592588
1284,0.8738484214763961
1285,0.8583303108410129
1286,0.834234438412547
1287,0.810527167707345
1288,0.795961015074871
1289,0.7937712481217231
1290,0.7816334214487809
1291,0.723321905104469
1292,0.6483329693580661
1293,0.543707374499526
1294,0.44581387788537
1295,0.40396531713896794
1296,0.390951668707391
1297,0.40090963957047904
1298,0.40850103225737394
1299,0.415188298759097
1300,0.423393511879863
1301,0.433378359726723
1302,0.447027797802376
1303,0.46085730381100104
1304,0.4854485614136071
1305,0.520606570306383
1306,0.564320742271838
1307,0.62423311204867
1308,0.703462677000847
1309,0.837464155496351
1310,0.9298221249260491
1311,0.9291229224312321
1312,0.898434454301375
